Unnamed: 0,ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team,Batsman,Bowler,runs,extra
47,12.1," Joshua Little to Gaikwad, 1 run, to point ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Joshua Little,1,0
48,11.6," Yash Dayal to Rayudu, SIX, now Rayudu joins the party! Slower one around middle and leg, sits up around the waist and Rayudu heaves it over midwicket. Hasn't quite middled it, but has got enough to clear the midwicket boundary ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Yash Dayal,6,0
49,11.5," Yash Dayal to Gaikwad, 1 run, slower length ball around off, Gaikwad flicks it through midwicket ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Yash Dayal,1,0
50,11.4," Yash Dayal to Gaikwad, no run, 133kph, good length delivery across off, Gaikwad drives sweetly on the up but it's straight to point ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Yash Dayal,0,0
51,11.3," Yash Dayal to Gaikwad, SIX, Gaikwad continues in his merry ways! Slower one floated up outside off, Gaikwad spots it, waits for it and swings through the line over mid-off! ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Yash Dayal,6,0
52,11.2," Yash Dayal to Gaikwad, no run, driven in the air and goes on the bounce to Pandya at mid-off ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Yash Dayal,0,0
53,11.1," Yash Dayal to Rayudu, 1 run, brilliant effort from Pandya but he can't get to it! Rayudu gives charge looking to go over mid-off and slices it in the air. The ball is well wide of Pandya who charges across from mid-off, puts in a full-length dive to his left but it evades him ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Yash Dayal,1,0
54,10.6," Joshua Little to Gaikwad, SIX, massive six! He's feasting on this length! Short of length delivery around the chest, Gaikwad swivels across and whacks the pull away over square leg. And it travels a long way! It was a good over until this delivery, with just one run off five balls ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Joshua Little,6,0
55,10.5," Joshua Little to Gaikwad, no run, well done by Little to deceive Gaikwad! Slower length ball on leg, Gaikwad backs away and has to check his shot as he spots the variation late. He defends it back to Little ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Joshua Little,0,0
56,10.4," Joshua Little to Rayudu, 1 run, short of length at the body, around chest level, and Rayudu mistimes the pull through midwicket ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Joshua Little,1,0
57,10.3," Joshua Little to Rayudu, no run, short ball around leg, Rayudu steps across to pull but misses. He's not happy with the umpire's decision of not to call a wide. Players can now review these decisions. But Rayudu doesn't go for it ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Joshua Little,0,0
58,10.2," Joshua Little to Rayudu, no run, 139.6kph, back of a length delivery across off stump, and it climbs steeply on Rayudu as he tries punching off the back foot. Goes whistling past the outside edge ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Joshua Little,0,0
59,10.1," Joshua Little to Rayudu, no run, 140.7kph, full around off, Rayudu gets forward and pushes it to cover ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Joshua Little,0,0
60,9.6," Rashid Khan to Gaikwad, no run, googly on middle and leg, Gaikwad backs away to punch through cover but finds the fielder as he's cramped for room ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Rashid Khan,0,0
61,9.5," Rashid Khan to Gaikwad, no run, full around off, driven to cover ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Rashid Khan,0,0
62,9.4," Rashid Khan to Rayudu, 1 run, knocks it past the diving Rashid for a single ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Rashid Khan,1,0
63,9.3," Rashid Khan to Gaikwad, 1 run, 97.2kph, follows Gaikwad outside leg stump as he backs away. Gaikwad still tries to cut but mistimes it to backward point ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Rashid Khan,1,0
64,9.2," Rashid Khan to Rayudu, 1 run, 94kph, googly outside off, it's slightly short and Rayudu cuts it to deep point ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Rashid Khan,1,0
65,9.1," Rashid Khan to Rayudu, no run, back of a length on off, it's a googly turning in and Rayudu punches off the back foot. Good diving stop at short midwicket to cut off the single ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Rayudu, Rashid Khan,0,0
66,8.6," Alzarri Joseph to Gaikwad, SIX, another delivery that's on the shorter side but not short enough to trouble Gaikwad! It's neither here nor there, sits up around the tummy and Gaikwad pulls it high in the air. Don't think he middled it like the previous one, but it still goes the distance over square leg ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Alzarri Joseph,6,0
67,8.5," Alzarri Joseph to Gaikwad, no run, short of length just outside off, Gaikwad dabs it fine but can't beat short third ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Alzarri Joseph,0,0
68,8.4," Alzarri Joseph to Gaikwad, SIX, fifty off 23 balls for Gaikwad who sends another one into the stands! The crowd erupts in applause, as do his CSK teammates! Back of a length around the waist, Gaikwad stands tall and pulls it right off the middle. It goes deep into the crowd over square leg ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Alzarri Joseph,6,0
69,8.3," Alzarri Joseph to Gaikwad, no run, close to 147kph, back of a length on middle, and Gaikwad blocks it from the crease ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Alzarri Joseph,0,0
70,8.2," Alzarri Joseph to Gaikwad, no run, cracking punch off the back foot, but an equally good stop at backward point by Tewatia diving across ",1st Inns,1st,Gujarat Titans,Chennai Super Kings,"Gujarat Titans (Playing XI): Wriddhiman Saha(w), Shubman Gill, Kane Williamson, Hardik Pandya(c), Vijay Shankar, Rahul Tewatia, Rashid Khan, Mohammed Shami, Joshua Little, Yash Dayal, Alzarri Joseph","Chennai Super Kings (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Shivam Dube, Ravindra Jadeja, MS Dhoni(w/c), Mitchell Santner, Deepak Chahar, Rajvardhan Hangargekar","Gujarat Titans Subs: B Sai Sudharsan, Jayant Yadav, Mohit Sharma, Abhinav Manohar, KS Bharat","Chennai Super Kings Subs: Tushar Deshpande, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane, Nishant Sindhu",IPL,2023,"Narendra Modi Stadium,Ahmedabad","Mar 31,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 5 wkts,Rashid Khan,GT,field,CSK,GT,Gaikwad, Alzarri Joseph,0,0
